བ་གྲུས་མ,བ་དྲུས་མ་
བ་གླང,བ་ལང་
བ་ནུ,རྡོ་སྨན་གྱི་རིགས་དབྱིབས་བ་ཡི་ནུ་མདེའུ་
བ་ལང་སྤྱོད,བ་གླང་སྤྱོད་
བག་ཁག,སྦག་ཁག་
བག་གྲོ་བ,བག་དྲོ་བ་
བག་གྲོ་བྱིན་ཆེ་བ,བག་དྲོ་བྱིན་ཆེ་བ་
བག་ཆུང,སྦག་ཆུང་
བག་ཆེན,ཇ་བག་ཁག་གི་དོན་དུ་གོ་བའི་སྦག་ཆེན་
བགས,གསེར་གྱི་སྦྲམ་བུ་,གྲོགས་ངན་སྦུར་མ་
བང,པ་འདོ་བ་རྟ་
བང་ཆེན་པ,བང་ཆེན་
བད་ཁ,བད་ཀ་
བན,བེན་
བབ,བབས་
བབ་ཆོལ,བབ་ཅོལ་
བབ་བླ,བ་བླ་
བབ་འབྲེལ,བབས་འབྲེལ་
བབ་ལ,བ་བླ་
བར་ཆོད,བར་ཆད་
བལ་བ་རྩྭ,བལ་པ་ཛ་
བལ་བ་ཛ,བལ་པ་ཛ་
བུབ་ཀ,བུབ་ཁ་
བུལ་པོ,དལ་བ་སོགས་ཀྱི་དོན་དུ་གོ་བའི་བུལ་བ་
བེ་ཆོན,བེ་ཅོན་
བེག་གེ,བེ་གེ་
བེང་ཆེན,རྩེ་མོའི་ངོས་བཞི་འབིགས་
བེད་གཅོད,བེད་སྤྱོད་
བེམ,བེན་
བེམ་ཏོལ,བེལ་རྡོལ་
བེའུ་གདང,བེའུ་རྡང་
བྱ་བྱེའུ,བྱ་བྱིའུ་
བྱ་ཚོགས,་ཚོགས་
བྱ་གཟུངས་མོ,བྱ་གཟུགས་མོ་
བྱ་ཤང་ཤང་ཏེའུ,བྱ་ཤང་ཤང་
བྱང་ཆུབ་ཆེན་པོའི་ཕོ་བྲང,སངས་རྒྱས་དངོས་
བྱད་ཁ,བྱད་ཀ་
བྱམས་པ,བྱམ་པ་
བྱམས་པའི་ཆོས་ལྔ,བྱམས་ཆོས་སྡེ་ལྔ་
བྱི་ཕོ,བྱི་པོ་
བྱི་རིལ,བྱེ་རིལ་
བྱི་རུ,བྱུ་རུ་
བྱིན་པོ,བྱིངས་པོ་
བྱིའུ་མགོ,རྡོ་སྨན་གྱི་རིགས་བྱིའུའི་མགོ་དབྱིབས་
བྱུར་པོ,བྱུར་བུ་
བྱེ་མ་ཉུ་གུ,བྱེ་མ་མྱུ་གུ་
བྱེའུ,བྱིའུ་
བྱེའུ་མགོ,བྱིའུ་མགོ་
བྱེའུ་ལ་ཕུག,བྱིའུ་ལ་ཕུག་
བྱེལ,བྱེའུ་
བྲག་ཆ,བྲག་ཅ་
བྲག་ལྷ་ཀླུ་སྒུག,བྲག་ལྷ་ཀླུ་ཕུག་
བྲུ་ཞ,བྲུ་ཤ་
བྲེལ་ཚུབ,བྲེལ་འཚུབ་
བླ་སྐྱེལ་བ,བླ་བསྐྱལ་བ་
བླ་གོས,ཚད་སྣམ་སྦྱར་
བླ་བཅོལ,བླ་ཅོལ་
བླ་འཆོལ,བླ་ཅོལ་
དབུ་དཔངས,དབུ་འཕང་
དབུ་མ,འཇིག་རྟེན་ན་མཐའ་དོར་བའི་དཀྱིལ་ལ་དབུས་ཞེས་པ་
དབུགས་དབྱུང,དབུགས་འབྱིན་པ་
དབུར་སྟོད,དབུ་རུ་སྟོད་
དབུས་རུ,དབུ་རུ་
དབྱངས་ལོགས་པ,མཚུངས་པ་
དབྱར་ཀ,དབྱར་ཁ་
དབྱི,གཡི་
དབྱུག་གུ,དབྱུ་གུ་
དབྱུག་ཐོ,དབྱུག་ཏོ་
དབྱེ་ཐང་ག,གཡེ་ཐང་
དབྲེ,སྦྲེ་
འབག་ཆས,གདོང་གི་དབྱིབས་
འབའ་ཇི,འབའ་ཆི་
འབེལ་བ,འབེལ་པོ་
འབོག་ཏོ,འབོག་ཐོ་
འབོལ་བ,འབོལ་པོ་
འབྱོར་བ,འབྱོར་པ་
འབྲས་མོ་ལྗོངས,འབྲས་མོ་གཤོངས་
འབྲས་མོ་གཞོངས,འབྲས་མོ་གཤོངས་
འབྲིང་པོ,འབྲིང་བ་
འབྲུ་མང་པོའི་བསྡུ་བ,ཟླ་བ་
འབྲུ་ཚ,འབྲུ་ཙ་
འབྲུག་སྐད,སྒྲ་དེ་འབྲུག་སྐད་རྒྱག་པ་
འབྲུག་སྒྲ,ག་སྒྲ་
འབྲུམ་བུ,འབྲུམ་པ་
འབྲེང་པ,འབྲེང་བུ་
འབྲོས་འབྱོལ,བྲོས་བྱོལ་
རྦ་བཞེད,སྦ་བཞེད་
རྦད་དེ་ཁ་ལ,རྩ་བ་ནས་ཞེས་པ་
སྦང,སྦངས་
སྦབ་ཅ,སྦབ་ཆ་
སྦུག་ཆོལ,སྦུག་ཆལ་
སྦུན་མ,སྦུན་པ་
སྦུབ་ཆོལ,སྦུབ་ཆལ་
སྦུར་བ,སྦུར་མ་
སྦེ་ཀ,སྦེ་ག་
སྦེ་ཁ,སྦེ་ག་
སྦོ,དབོ་
སྦོ་རིལ,སྦུག་རིལ་
སྦྱར་ཁ,སྦྱར་ཀ་
སྦྱོང་ཐར,སྦྱོང་བརྡར་
སྦྲང་ཡབ,སྦྲང་གཡབ་
སྦྲེང་ཚར,སྦྲེངས་ཚར་
མ་ཀི,མ་གི་
མ་ཉེས་ཁ་ཡོག,མ་ཉེས་ཁག་གཡོགས་
མ་བུ,མ་ཡིག་
མ་བྱན,མ་ཆེན་
མ་ཡར,མ་གཡར་
མན་ཇུ,མཉྫུ་
མར་སྐྲོག་ག,མར་སྐྲོག་
མརྒད,མརྒཏ་
མལ་ཆས,མལ་ཆ་
མི་ཇགས,མི་འཕྱགས་
མི་གཏའ,མི་གཏེ་
མི་རྟག་པ,མ་མཁའི་གློག་
མི་དང་འདྲ
མི་བྱེད་རྒུ་བྱེད,མི་བྱེད་དགུ་བྱེད་
མི་མ་སྤྲ,མིའི་གཟུགས་དབྱིབས་
མི་འམ་ཅི,མིའམ་ཅི་
མིག་མང,མིག་མངས་
མིག་གཡོར,མིག་ཡོར་
མིག་རིག་རིག,མིག་ཧྲིག་ཧྲིག་
མིག་བསླེ་བོ,མིག་སླེ་བོ་
མིའི་བཙད་པོ,མིའི་བཙན་པོ་
མུ་ཏོ་བ,མུ་ལྟོ་བ་
མུ་ཐི་ལི,མུ་ཐི་ལ་
མུན་སྲིབས,མུན་སྲིབ་
མུལ་ལྟོ་བ,མུ་ལྟོ་བ་
མེ་ཏོག,་སུ་གཡེང་བ་དེ།མེ་ཏོག་སད་ཀྱིས་ཁྱེར་
མོ་ནད་འོ་ཚབས,རྒྱུ་ཞབས་གཟེར་ཞིང་ཟླ་མཚན་འོ་ཁ་འམ་ཆུ་
མོ་མ,མོ་པ་
མོང་བརྟུལ,མོང་རྟུལ་
མོད་པ,མོད་པོ་
མྱག་ཕྲན,ཉག་ཕྲན་
མྱུར་པོ,མྱུར་བ་
དམན་པོ,ཐ་ཤལ་གྱི་དོན་དུ་གོ་བའི་དམན་པ་
དམན་མོ,ཐ་ཤལ་གྱི་དོན་དུ་གོ་བའི་དམན་པ་
དམའ་པོ,དམའ་བ་
དམའ་མོ,དམའ་བ་
དམར་བ,དམར་པོ་
དམར་མོ,དམར་པོ་
དམར་ཡག་སྟག,མར་ཡག་སྟག་
དམིག་གུ,བུ་གའི་དོན་དུ་གོ་བའི་དམིག་བུ་
དམིག་པ,འབུ་སྐྱ་ལེབ་ཀྱི་དོན་དུ་གོ་བའི་དམིག་བུ་
དམེའ,དམེ་
རྨག་ཆད,རྨ་ག་ཆད་
རྨངས་ཚེར,སྨང་ཚེར་
རྨད་ཆད,རྨ་ག་ཆད་
རྨད་པོ,རྨད་པ་
རྨར་ཁམས,སྨར་ཁམས་
རྨུན་པ,རྨུན་པོ་
རྨེ་བོ,དམེ་བོ་
རྨེག་གཏའ,རྨེག་བཏའ་
རྨེའུ,སྨེའུ་
རྨེའུ་ཟན,སྨེའུ་ཟན་
རྨོ་བོ,རྨོ་མོ་
རྨོང་འཇབ,རྨངས་འཇབ་
རྨོངས་གཉིད,གཉིད་ཁུག་པ་
སྨག་སྦྲན་,སྨག་ཁྲན་
སྨན་ཙེ་,མན་ཙི་
སྨན་ཤར་,དམན་ཤར་
སྨར་ཆུ་,རྩེ་ཆུ་སོགས་
སྨུགས་པ་,སྨུག་པ་
སྨེ་བ་,དམེ་
སྨེག་པ་,སྨྲེག་པ་
སྨེད་,རྨེད་
སྨེད་པ་,རྨེད་པ་
སྨོན་འགྲིན་,སྨོན་འདྲིན་
སྨྱག་ཤད་,སྨག་ཤད་
སྨྱན་ཁ་,སྨྱན་ཀ་
སྨྱན་ག་,སྨྱན་ཀ་
སྨྱིན་མ་,སྨིན་མ་
སོ་བ་,ལོ་མརིང་ཞིང་ཞེང་ཆེ་བ་ཕྱི་ཤུན་མཐུག་ཅིང་ནང་གི་འབྲུ་གྲོ་
སོལ་རྡོ། རྡོ་སྣག་,བྲག་སྲུབས་སོགས་ནས་ཐོན་པའི་རྡོ་རིགས་ཁ་དོག་ནག་པོ་སོལ་བ་
སྐམ་པ་ཉ་མཆུ་,དབྱིབས་ཉ་ཡི་མཆུ་
སྐམ་པ་ནེ་ཙོ། བསྒྲིག་སྐམ་,ཕྱི་དབྱིབས་ནེ་ཙོའི་མགོ་
སྐྱུར་རྩི་ཆེན་པོ་,དབྱིབས་ཚ་ལུ་མ་
སྐྱོབ་ར་,ཉེན་ཁ་ལས་སྐྱོབ་བྱེད་ཀྱི་ལྕགས་སོགས་ཀྱི་ར་བ་
སྐྲ་ཞོ་,སྐྲ་ལ་འོད་དང་མཉེན་ཆ་འདོན་བྱེད་ཀྱི་བྱུག་རྫས་རྣམ་པ་ཞོ་
སྒ་རྟ་,དབྱིབས་རྟ་
སྒོག་མཆེ། སྒོག་སོ་,སྒོག་སྐྱའམ་ཀུན་དོང་གི་རྡོག་པོ་འགྲུབ་བྱེད་ཀྱི་ཆ་ཤས་མཆེ་དབྱིབས་
སྒོང་ཆུ་,སྤྲི་དཀར་ཞེས་པ་
སྒྲོན་ཤིང་ཏ་ལ་,ཚ་ཁུལ་དུ་སྐྱེ་བའི་ལྗོན་ཤིང་བེ་ཏ་སོགས་
སྔོན་རྩིས་མཚལ་ཡིག་,ནོར་སྲིད་མཚལ་ཡིག་ཅེས་པ་
སྙིང་ཨ་འབྲ་,དབྱིབས་ཟོག་གི་སྙིང་
སྟག་ཕྱེ་,སྒྲོ་ཐིག་སྟག་རིས་
སྟོང་སྦུག་,གློག་རྡུལ་སྦུ་གུ་ཞེས་པ་
སྡིག་ཤིག་,དབྱིབས་ཁུག་མ་
སྡིག་སྲིན་,སུག་པ་ཆ་ལྔ་ལས་སྔ་མ་གཉིས་ཆན་པ་
སྡེར་སྐུལ་,ཟེར་སྡེར་སྐུལ་ཆས་ཞེས་པ་
སྤེན་དཀར་,མེ་ཏོག་སེ་བའི་མེ་ཏོག་
སྤེན་མ། སྤེན་ནག་,མེ་ཏོག་སེ་བའི་མེ་ཏོག་
སྤྲ་ནག་,གཟུགས་དབྱིབས་མི་
སྦལ་དུག་,སྦལ་ནག་གི་པགས་རིམ་ལས་ཐོན་པའི་དུག་གཤེར་འོ་མ་
སྦལ་རྐྱལ་,རྐང་ལག་གི་རྐྱོང་སྐུམ་སྦལ་བ་ཆུ་ནང་དུ་འགྲོ་བའི་ཚུལ་
སྦལ་རྒྱབ་,ཉ་དང་མཚོ་རྩྭ་སོགས་ཟས་སུ་བྱེད་པའི་དབྱིབས་རུས་སྦལ་
སྦྱར་བ་,མེ་ཏོག་འབྲུ་ཡི་སྙེ་མ་
སྦྲུལ་ཀུབ་,དབྱིབས་སྦྲུལ་
སྦྲུལ་ཉ་ལྟོ་དཀར་,ཉའི་རིགས་ལུས་ཕྲ་རིང་སྦྲུལ་
སྦྲང་མའི་དཔོན་མོ། སྦྲང་མོ་,སྦྲང་དཔོན་
སྦྲང་སིབ་,ལུས་བོངས་ཆུང་ཞིང་དབྱིབས་སྦྲང་བུ་
སྲན་རིང༌་,ཕྱིའི་གང་བུ་རིང་ཞིང་སྲན་འབྲུ་མཁལ་མའི་དབྱིབས་
སྲན་ལྗང༌་,མེ་ཏོག་གི་དབྱིབས་ཕྱེ་ལེབ་
སྲེ་མོང༌་,ལུས་དབྱིབས་བྱི་ལ་
སྲེ་མོང་ཨོག་དཀར་,ལུས་དབྱིབས་བྱི་ལ་
སླང་ལེབ་,སྡེར་མའི་དབྱིབས་
སླར་སྐྱེས་ཆུ་,བར་ཆུ་ཞེས་པ་
སྐེམས་,སྐེམ་པའི་སྐུལ་ཚིག་
སྣེའུ་གདོང་,སྣེ་གདོང་
སྤུ་རངས་,སྤུ་ཧྲེང་
སྤུ་རེངས་,སྤུ་ཧྲེང་
སྦྲ་,དབྲ་ཞེས་པ་
སྨི་ལི་,མུ་ལི་
སྩལ་བ་,སྩོལ་བ་
སག་རྡར་,སེག་རྡར་
སར་བ་,གསར་བ་ཞེས་པ་
སུག་མེལ་,སུག་སྨེལ་
སུང་,སུངས་
སེག་,ཟེགས་མ་
སེལ་བོ་,སླེ་བོ་
སོག་,༢་གསག་གི་ད་ལྟ་བ་
སོགས་,གསག་གི་ད་ལྟ་བ་དང་སྐུལ་ཚིག་
སོབ་,བསབ་ཀྱི་སྐུལ་ཚིག་
སོས་,གསོ་ཡི་སྐུལ་ཚིག་
སྐམ་,སྐམས་
སྐེ་ཚེ་,ཀེ་ཚེ་
སྐེ་རགས་,སྐ་རགས་
སྐེག་,སྐག་
སྐེད་,རྐེད་
སྐྱིགས་བུ་,སྐྱིག་པ་
སྐྱིལ་ཀྲུང་,དཀྱིལ་དཀྲུང་
སྐྱུང་བོ་,སྐྱུང་བུ་
སྐྱེ་ཀ་,སྐྱ་ཀ་
སྐྱེགས་,སྐེགས་
སྐྱེར་མ་,དྲེས་མ་
སྐྱོང་བུ་,ཀྱོང་བུ་
སྐྲང་,སྐྲངས་
སྐྲོག་,དཀྲོག་
སྒ་,ལྒ་
སྒང་,རྒང་
སྒེ་ཁུང་,སྒེའུ་ཁུང་
སྒྱུངས་,རྒྱུངས་
སྒྱེད་པུ་,སྒྱིད་པུ་
སྒྱོ་བ་,སྒྲོ་བ་
སྒྲིམ་,གྲི་མ་པོ་
སྒྲོ་གུ་,སྒྲོག་གུ་
སྙ་,རྨྱ་
སྙུགས་མ་,གཉུག་མ་
སྙེད་,རྨེད་
